target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
BATF2,ENSG00000168062,0.006107317487553401,0.0,0.0,0.0,0.0,0.006107317487553401,0.0,0.0,basic leucine zipper ATF-like transcription factor 2
AC051649.1,ENSG00000249086,0.006077676298326152,0.0,0.0,0.0,0.0,0.006077676298326152,0.0,0.0,"novel transcript, sense overlapping LSP1"
NMI,ENSG00000123609,0.006004730676422303,0.0,0.0,0.0,0.0,0.006004730676422303,0.0,0.0,N-myc and STAT interactor
EGR3,ENSG00000179388,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,early growth response 3
GNG11,ENSG00000127920,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,G protein subunit gamma 11
PPP1R15A,ENSG00000087074,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,protein phosphatase 1 regulatory subunit 15A
NTN4,ENSG00000074527,0.006,0.0,0.0,0.0,0.0,0.0,0.006,0.0,netrin 4
CDV3,ENSG00000091527,0.0059072860875041796,0.0,0.0,0.0,0.0,0.0059072860875041796,0.0,0.0,CDV3 homolog
GALR3,ENSG00000128310,0.005833130816395607,0.0,0.0,0.0,0.0,0.005833130816395607,0.0,0.0,galanin receptor 3
AC008764.10,ENSG00000279977,0.005814358801645464,0.0,0.0,0.0,0.0,0.005814358801645464,0.0,0.0,TEC
AC018529.3,ENSG00000279433,0.005709849371734956,0.0,0.0,0.0,0.0,0.005709849371734956,0.0,0.0,TEC
TDRD7,ENSG00000196116,0.005643404837750773,0.0,0.0,0.0,0.0,0.005643404837750773,0.0,0.0,tudor domain containing 7
PRKN,ENSG00000185345,0.0056,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,parkin RBR E3 ubiquitin protein ligase
TGFBR2,ENSG00000163513,0.0056,0.0,0.0,0.0,0.0,0.0,0.0056,0.0,transforming growth factor beta receptor 2
UBE2L6,ENSG00000156587,0.005505999734035634,0.0,0.0,0.0,0.0,0.005505999734035634,0.0,0.0,ubiquitin conjugating enzyme E2 L6
AC092139.2,ENSG00000279476,0.005451687226496539,0.0,0.0,0.0,0.0,0.005451687226496539,0.0,0.0,novel transcript
F2RL2,ENSG00000164220,0.005451687226496539,0.0,0.0,0.0,0.0,0.005451687226496539,0.0,0.0,coagulation factor II thrombin receptor like 2
UCP3,ENSG00000175564,0.005369843143964314,0.0,0.0,0.0,0.0,0.005369843143964314,0.0,0.0,uncoupling protein 3
IFIT5,ENSG00000152778,0.005294072685684698,0.0,0.0,0.0,0.0,0.005294072685684698,0.0,0.0,interferon induced protein with tetratricopeptide repeats 5
MS4A4A,ENSG00000110079,0.005048854438181321,0.0,0.0,0.0,0.0,0.005048854438181321,0.0,0.0,membrane spanning 4-domains A4A
BTG3,ENSG00000154640,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,BTG anti-proliferation factor 3
DNMT1,ENSG00000130816,0.005,0.0,0.0,0.0,0.0,0.0,0.005,0.0,DNA methyltransferase 1
XAF1,ENSG00000132530,0.0049933225549623405,0.0,0.0,0.0,0.0,0.0049933225549623405,0.0,0.0,XIAP associated factor 1
AC009716.2,ENSG00000280205,0.004992912156458696,0.0,0.0,0.0,0.0,0.004992912156458696,0.0,0.0,TEC
TRIM21,ENSG00000132109,0.004810816253710144,0.0,0.0,0.0,0.0,0.004810816253710144,0.0,0.0,tripartite motif containing 21
TMED3,ENSG00000166557,0.0048000000000000004,0.0,0.0,0.0,0.0,0.0,0.0048000000000000004,0.0,transmembrane p24 trafficking protein 3
QSER1,ENSG00000060749,0.0048000000000000004,0.0,0.0,0.0,0.0,0.0,0.0048000000000000004,0.0,glutamine and serine rich 1
CARD17,ENSG00000255221,0.004777903883087985,0.0,0.0,0.0,0.0,0.004777903883087985,0.0,0.0,caspase recruitment domain family member 17
BST2,ENSG00000130303,0.0047649755059893,0.0,0.0,0.0,0.0,0.0047649755059893,0.0,0.0,bone marrow stromal cell antigen 2
RBBP4,ENSG00000162521,0.004682184144219941,0.0,0.0,0.0,0.0,0.004682184144219941,0.0,0.0,"RB binding protein 4, chromatin remodeling factor"
PARP12,ENSG00000059378,0.004573112493177701,0.0,0.0,0.0,0.0,0.004573112493177701,0.0,0.0,poly(ADP-ribose) polymerase family member 12
CSRNP1,ENSG00000144655,0.004551822791696121,0.0,0.0,0.0,0.0,0.004551822791696121,0.0,0.0,cysteine and serine rich nuclear protein 1
AC020659.1,ENSG00000174171,0.004454609405247601,0.0,0.0,0.0,0.0,0.004454609405247601,0.0,0.0,"novel transcript, antisense to SPTBN5"
RTP4,ENSG00000136514,0.004435570427670557,0.0,0.0,0.0,0.0,0.004435570427670557,0.0,0.0,receptor transporter protein 4
ASCL5,ENSG00000232237,0.004404799787228507,0.0,0.0,0.0,0.0,0.004404799787228507,0.0,0.0,achaete-scute family bHLH transcription factor 5
SAT1,ENSG00000130066,0.004404799787228507,0.0,0.0,0.0,0.0,0.004404799787228507,0.0,0.0,spermidine/spermine N1-acetyltransferase 1
UVRAG,ENSG00000198382,0.0044,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,UV radiation resistance associated
CDCA7,ENSG00000144354,0.0044,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,cell division cycle associated 7
LARP1B,ENSG00000138709,0.0044,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,La ribonucleoprotein 1B
RASGRP2,ENSG00000068831,0.0044,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,RAS guanyl releasing protein 2
CHMP5,ENSG00000086065,0.004191458718087069,0.0,0.0,0.0,0.0,0.004191458718087069,0.0,0.0,charged multivesicular body protein 5
PTH2,ENSG00000142538,0.004115135610968236,0.0,0.0,0.0,0.0,0.004115135610968236,0.0,0.0,parathyroid hormone 2
NEGR1,ENSG00000172260,0.004034638636969743,0.0001385545478789719,0.0,0.0,0.0,0.0,0.004,0.0,neuronal growth regulator 1
RNF39,ENSG00000204618,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,ring finger protein 39
SPG7,ENSG00000197912,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,"SPG7 matrix AAA peptidase subunit, paraplegin"
CARD9,ENSG00000187796,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,caspase recruitment domain family member 9
JAG2,ENSG00000184916,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,jagged canonical Notch ligand 2
TXNRD2,ENSG00000184470,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,thioredoxin reductase 2
TBX1,ENSG00000184058,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,T-box transcription factor 1
PLEKHA2,ENSG00000169499,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,pleckstrin homology domain containing A2
TET2,ENSG00000168769,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,tet methylcytosine dioxygenase 2
FCER1G,ENSG00000158869,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,Fc fragment of IgE receptor Ig
NEIL2,ENSG00000154328,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,nei like DNA glycosylase 2
NLRP12,ENSG00000142405,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,NLR family pyrin domain containing 12
TP53,ENSG00000141510,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,tumor protein p53
DCTN3,ENSG00000137100,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,dynactin subunit 3
ISCU,ENSG00000136003,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,iron-sulfur cluster assembly enzyme
LRP4,ENSG00000134569,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,LDL receptor related protein 4
VAV3,ENSG00000134215,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,vav guanine nucleotide exchange factor 3
DMGDH,ENSG00000132837,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,dimethylglycine dehydrogenase
DLL4,ENSG00000128917,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,delta like canonical Notch ligand 4
PNKD,ENSG00000127838,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,PNKD metallo-beta-lactamase domain containing
FAM110A,ENSG00000125898,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,family with sequence similarity 110 member A
SIRT5,ENSG00000124523,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,sirtuin 5
AGO2,ENSG00000123908,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,argonaute RISC catalytic component 2
DCAF4,ENSG00000119599,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,DDB1 and CUL4 associated factor 4
MRPS15,ENSG00000116898,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,mitochondrial ribosomal protein S15
ACADL,ENSG00000115361,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,acyl-CoA dehydrogenase long chain
TFG,ENSG00000114354,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,trafficking from ER to golgi regulator
MRPL18,ENSG00000112110,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,mitochondrial ribosomal protein L18
GRPEL1,ENSG00000109519,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,"GrpE like 1, mitochondrial"
MTPN,ENSG00000105887,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,myotrophin
FUS,ENSG00000089280,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,FUS RNA binding protein
SIRT4,ENSG00000089163,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,sirtuin 4
OSBPL6,ENSG00000079156,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,oxysterol binding protein like 6
AASS,ENSG00000008311,0.004,0.0,0.0,0.0,0.0,0.0,0.004,0.0,aminoadipate-semialdehyde synthase
EVX1,ENSG00000106038,0.0038822446497466267,0.0,0.0,0.0,0.0,0.0038822446497466267,0.0,0.0,even-skipped homeobox 1
ZBP1,ENSG00000124256,0.0038718215254620035,0.0,0.0,0.0,0.0,0.0038718215254620035,0.0,0.0,Z-DNA binding protein 1
CTSL,ENSG00000135047,0.0038582734590515083,0.0,0.0,0.0,0.0,0.0038582734590515083,0.0,0.0,cathepsin L
HSP90B1,ENSG00000166598,0.0038151521255084422,0.0,0.0,0.0,0.0,0.0038151521255084422,0.0,0.0,heat shock protein 90 beta family member 1
LGR6,ENSG00000133067,0.0038147828063569106,0.0,0.0,0.0,0.0,0.0038147828063569106,0.0,0.0,leucine rich repeat containing G protein-coupled receptor 6
LAP3,ENSG00000002549,0.0037932026999985408,0.0,0.0,0.0,0.0,0.0037932026999985408,0.0,0.0,leucine aminopeptidase 3
RNF213,ENSG00000173821,0.0037538661905106747,0.0,0.0,0.0,0.0,0.0037538661905106747,0.0,0.0,ring finger protein 213
FCGR2B,ENSG00000072694,0.00365366244747308,0.0,0.0,0.0,0.0,0.00365366244747308,0.0,0.0,Fc fragment of IgG receptor IIb
CMTR1,ENSG00000137200,0.003635302272884105,0.0,0.0,0.0,0.0,0.003635302272884105,0.0,0.0,cap methyltransferase 1
PANX2,ENSG00000073150,0.003612847026378175,0.0,0.0,0.0,0.0,0.003612847026378175,0.0,0.0,pannexin 2
RAVER1,ENSG00000161847,0.0036067132355917433,0.0,0.0,0.0,0.0,0.0036067132355917433,0.0,0.0,"ribonucleoprotein, PTB binding 1"
GNLY,ENSG00000115523,0.003392279062977631,0.0,0.0,0.0,0.0,0.003392279062977631,0.0,0.0,granulysin
WFDC3,ENSG00000124116,0.0033521644984762394,0.0,0.0,0.0,0.0,0.0033521644984762394,0.0,0.0,WAP four-disulfide core domain 3
CDH22,ENSG00000149654,0.003321549796391099,0.0,0.0,0.0,0.0,0.003321549796391099,0.0,0.0,cadherin 22
LILRA5,ENSG00000187116,0.0032068220759022253,0.0,0.0,0.0,0.0,0.0032068220759022253,0.0,0.0,leukocyte immunoglobulin like receptor A5
SPTLC2,ENSG00000100596,0.0031997759929576195,0.0,0.0,0.0,0.0,0.0031997759929576195,0.0,0.0,serine palmitoyltransferase long chain base subunit 2
DHRS9,ENSG00000073737,0.0031389892963808066,0.0,0.0,0.0,0.0,0.0031389892963808066,0.0,0.0,dehydrogenase/reductase 9
COL27A1,ENSG00000196739,0.0030710897683126092,0.0,0.0,0.0,0.0,0.0030710897683126092,0.0,0.0,collagen type XXVII alpha 1 chain
HLA-DQB2,ENSG00000232629,0.0018049127226329746,0.0018049127226329746,0.0,0.0,0.0,0.0,0.0,0.0,"major histocompatibility complex, class II, DQ beta 2"
MTHFD1,ENSG00000100714,0.0011498937823335219,0.0011498937823335219,0.0,0.0,0.0,0.0,0.0,0.0,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1"
CARMIL1,ENSG00000079691,0.000598135522583691,0.000598135522583691,0.0,0.0,0.0,0.0,0.0,0.0,capping protein regulator and myosin 1 linker 1
NAALADL2,ENSG00000177694,0.000535769982956913,0.000535769982956913,0.0,0.0,0.0,0.0,0.0,0.0,N-acetylated alpha-linked acidic dipeptidase like 2
AGBL1,ENSG00000273540,0.0005073272865712055,0.0005073272865712055,0.0,0.0,0.0,0.0,0.0,0.0,ATP/GTP binding protein like 1
DIRC3,ENSG00000231672,0.0004905344772903225,0.0004905344772903225,0.0,0.0,0.0,0.0,0.0,0.0,disrupted in renal carcinoma 3
DMRT1,ENSG00000137090,0.0004900038333461987,0.0004900038333461987,0.0,0.0,0.0,0.0,0.0,0.0,doublesex and mab-3 related transcription factor 1
LRRN4,ENSG00000125872,0.0004724418565094142,0.0004724418565094142,0.0,0.0,0.0,0.0,0.0,0.0,leucine rich repeat neuronal 4
ABCG5,ENSG00000138075,0.00045874623179492934,0.00045874623179492934,0.0,0.0,0.0,0.0,0.0,0.0,ATP binding cassette subfamily G member 5
MGAT1,ENSG00000131446,0.00045786413092920806,0.00045786413092920806,0.0,0.0,0.0,0.0,0.0,0.0,"alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase"
ZNF365,ENSG00000138311,0.0004573760131551309,0.0004573760131551309,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger protein 365
ZNF320,ENSG00000182986,0.00045171797621661544,0.00045171797621661544,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger protein 320
MMRN1,ENSG00000138722,0.00044190673183737124,0.00044190673183737124,0.0,0.0,0.0,0.0,0.0,0.0,multimerin 1
BTN1A1,ENSG00000124557,0.0004381592050943035,0.0004381592050943035,0.0,0.0,0.0,0.0,0.0,0.0,butyrophilin subfamily 1 member A1
EFEMP1,ENSG00000115380,0.0004344485170353491,0.0004344485170353491,0.0,0.0,0.0,0.0,0.0,0.0,EGF containing fibulin extracellular matrix protein 1
GNG4,ENSG00000168243,0.0003741584918689372,0.0003741584918689372,0.0,0.0,0.0,0.0,0.0,0.0,G protein subunit gamma 4
BDNF-AS,ENSG00000245573,0.00037224166181076227,0.00037224166181076227,0.0,0.0,0.0,0.0,0.0,0.0,BDNF antisense RNA
SGPP1,ENSG00000126821,0.0003703753191415113,0.0003703753191415113,0.0,0.0,0.0,0.0,0.0,0.0,sphingosine-1-phosphate phosphatase 1
MAP2K5,ENSG00000137764,0.000361900542641129,0.000361900542641129,0.0,0.0,0.0,0.0,0.0,0.0,mitogen-activated protein kinase kinase 5
PLCB2,ENSG00000137841,0.00033742463165475217,0.00033742463165475217,0.0,0.0,0.0,0.0,0.0,0.0,phospholipase C beta 2
ST3GAL4,ENSG00000110080,0.0003229056445937137,0.0003229056445937137,0.0,0.0,0.0,0.0,0.0,0.0,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
FAM110C,ENSG00000184731,0.0003077805874748353,0.0003077805874748353,0.0,0.0,0.0,0.0,0.0,0.0,family with sequence similarity 110 member C
GCKR,ENSG00000084734,0.00029406262033060686,0.00029406262033060686,0.0,0.0,0.0,0.0,0.0,0.0,glucokinase regulator
DNAH5,ENSG00000039139,0.0002776613426880047,0.0002776613426880047,0.0,0.0,0.0,0.0,0.0,0.0,dynein axonemal heavy chain 5
NCOR2,ENSG00000196498,0.0002640786137756563,0.0002640786137756563,0.0,0.0,0.0,0.0,0.0,0.0,nuclear receptor corepressor 2
ABCG8,ENSG00000143921,0.0002478639850037109,0.0002478639850037109,0.0,0.0,0.0,0.0,0.0,0.0,ATP binding cassette subfamily G member 8
RUNX3,ENSG00000020633,0.00024709884719351696,0.00024709884719351696,0.0,0.0,0.0,0.0,0.0,0.0,RUNX family transcription factor 3
SMOC2,ENSG00000112562,0.00023713924883342065,0.00023713924883342065,0.0,0.0,0.0,0.0,0.0,0.0,SPARC related modular calcium binding 2
CEP112,ENSG00000154240,0.00023349748750274866,0.00023349748750274866,0.0,0.0,0.0,0.0,0.0,0.0,centrosomal protein 112
DISC1,ENSG00000162946,0.00023216792410878388,0.00023216792410878388,0.0,0.0,0.0,0.0,0.0,0.0,DISC1 scaffold protein
MICU3,ENSG00000155970,0.00022238420943542373,0.00022238420943542373,0.0,0.0,0.0,0.0,0.0,0.0,mitochondrial calcium uptake family member 3
SEMA6A,ENSG00000092421,0.0002220091444298146,0.0002220091444298146,0.0,0.0,0.0,0.0,0.0,0.0,semaphorin 6A
MSH5,ENSG00000204410,0.00021903756884901243,0.00021903756884901243,0.0,0.0,0.0,0.0,0.0,0.0,mutS homolog 5
EPDR1,ENSG00000086289,0.00021854723550193185,0.00021854723550193185,0.0,0.0,0.0,0.0,0.0,0.0,ependymin related 1
RTEL1,ENSG00000258366,0.00021757072223254863,0.00021757072223254863,0.0,0.0,0.0,0.0,0.0,0.0,regulator of telomere elongation helicase 1
SLCO3A1,ENSG00000176463,0.00021732745352394855,0.00021732745352394855,0.0,0.0,0.0,0.0,0.0,0.0,solute carrier organic anion transporter family member 3A1
DGKH,ENSG00000102780,0.0002146738546083906,0.0002146738546083906,0.0,0.0,0.0,0.0,0.0,0.0,diacylglycerol kinase eta
MMP24,ENSG00000125966,0.00019933561672334666,0.00019933561672334666,0.0,0.0,0.0,0.0,0.0,0.0,matrix metallopeptidase 24
L3MBTL4,ENSG00000154655,0.00019608048494290065,0.00019608048494290065,0.0,0.0,0.0,0.0,0.0,0.0,L3MBTL histone methyl-lysine binding protein 4
DDX39B,ENSG00000198563,0.00019554387355587982,0.00019554387355587982,0.0,0.0,0.0,0.0,0.0,0.0,DExD-box helicase 39B
EXOC3L2,ENSG00000283632,0.0001911009237058687,0.0001911009237058687,0.0,0.0,0.0,0.0,0.0,0.0,exocyst complex component 3 like 2
SALL3,ENSG00000256463,0.0001869731480946691,0.0001869731480946691,0.0,0.0,0.0,0.0,0.0,0.0,spalt like transcription factor 3
PDLIM5,ENSG00000163110,0.0001828420636920737,0.0001828420636920737,0.0,0.0,0.0,0.0,0.0,0.0,PDZ and LIM domain 5
UQCC1,ENSG00000101019,0.00018224571213235467,0.00018224571213235467,0.0,0.0,0.0,0.0,0.0,0.0,ubiquinol-cytochrome c reductase complex assembly factor 1
SLC25A43,ENSG00000077713,0.00017948962475532036,0.00017948962475532036,0.0,0.0,0.0,0.0,0.0,0.0,solute carrier family 25 member 43
LIPG,ENSG00000101670,0.00017822480005332892,0.00017822480005332892,0.0,0.0,0.0,0.0,0.0,0.0,"lipase G, endothelial type"
RBMS1,ENSG00000153250,0.0001711031229885157,0.0001711031229885157,0.0,0.0,0.0,0.0,0.0,0.0,RNA binding motif single stranded interacting protein 1
RFTN1,ENSG00000131378,0.00016116171995424818,0.00016116171995424818,0.0,0.0,0.0,0.0,0.0,0.0,"raftlin, lipid raft linker 1"
SERPINH1,ENSG00000149257,0.0001503528907108836,0.0001503528907108836,0.0,0.0,0.0,0.0,0.0,0.0,serpin family H member 1
POLR1H,ENSG00000066379,0.0001500231960206876,0.0001500231960206876,0.0,0.0,0.0,0.0,0.0,0.0,RNA polymerase I subunit H
CEP85L,ENSG00000111860,0.00014936568732886385,0.00014936568732886385,0.0,0.0,0.0,0.0,0.0,0.0,centrosomal protein 85 like
NBPF3,ENSG00000142794,0.0001444327744061117,0.0001444327744061117,0.0,0.0,0.0,0.0,0.0,0.0,NBPF member 3
TCL1A,ENSG00000100721,0.0001328696771216157,0.0001328696771216157,0.0,0.0,0.0,0.0,0.0,0.0,TCL1 family AKT coactivator A
NRDE2,ENSG00000119720,0.00013190303616114518,0.00013190303616114518,0.0,0.0,0.0,0.0,0.0,0.0,"NRDE-2, necessary for RNA interference, domain containing"
LOXL1,ENSG00000129038,0.0001304999071610782,0.0001304999071610782,0.0,0.0,0.0,0.0,0.0,0.0,lysyl oxidase like 1
FUBP3,ENSG00000107164,0.00012077585227387408,0.00012077585227387408,0.0,0.0,0.0,0.0,0.0,0.0,far upstream element binding protein 3
AXDND1,ENSG00000162779,0.00012056739911623233,0.00012056739911623233,0.0,0.0,0.0,0.0,0.0,0.0,axonemal dynein light chain domain containing 1
NR5A2,ENSG00000116833,0.00011719777695673691,0.00011719777695673691,0.0,0.0,0.0,0.0,0.0,0.0,nuclear receptor subfamily 5 group A member 2
STARD13,ENSG00000133121,0.00010791719881643004,0.00010791719881643004,0.0,0.0,0.0,0.0,0.0,0.0,StAR related lipid transfer domain containing 13
NAB1,ENSG00000138386,0.00010251642748756305,0.00010251642748756305,0.0,0.0,0.0,0.0,0.0,0.0,NGFI-A binding protein 1
ZNF229,ENSG00000278318,0.00010040250141683247,0.00010040250141683247,0.0,0.0,0.0,0.0,0.0,0.0,zinc finger protein 229
SLC22A4,ENSG00000197208,9.794818415533942e-05,9.794818415533942e-05,0.0,0.0,0.0,0.0,0.0,0.0,solute carrier family 22 member 4
GCOM1,ENSG00000137878,9.439051417972935e-05,9.439051417972935e-05,0.0,0.0,0.0,0.0,0.0,0.0,GRINL1A complex locus 1
GLYATL3,ENSG00000203972,8.357530365819304e-05,8.357530365819304e-05,0.0,0.0,0.0,0.0,0.0,0.0,glycine-N-acyltransferase like 3
FARP1,ENSG00000152767,8.024383420829413e-05,8.024383420829413e-05,0.0,0.0,0.0,0.0,0.0,0.0,"FERM, ARH/RhoGEF and pleckstrin domain protein 1"
KRT18P32,ENSG00000215149,7.892902047204992e-05,7.892902047204992e-05,0.0,0.0,0.0,0.0,0.0,0.0,keratin 18 pseudogene 32
TMEM196,ENSG00000173452,7.724538923140673e-05,7.724538923140673e-05,0.0,0.0,0.0,0.0,0.0,0.0,transmembrane protein 196
FOXG1,ENSG00000176165,7.297482266223538e-05,7.297482266223538e-05,0.0,0.0,0.0,0.0,0.0,0.0,forkhead box G1
SASH1,ENSG00000111961,7.202831497270133e-05,7.202831497270133e-05,0.0,0.0,0.0,0.0,0.0,0.0,SAM and SH3 domain containing 1
CDH13,ENSG00000140945,5.861357247561523e-05,5.861357247561523e-05,0.0,0.0,0.0,0.0,0.0,0.0,cadherin 13
ACOXL,ENSG00000153093,5.620424451848593e-05,5.620424451848593e-05,0.0,0.0,0.0,0.0,0.0,0.0,acyl-CoA oxidase like
ACKR1,ENSG00000213088,5.558328183425963e-05,5.558328183425963e-05,0.0,0.0,0.0,0.0,0.0,0.0,atypical chemokine receptor 1 (Duffy blood group)
UGT1A10,ENSG00000242515,5.4300674738999637e-05,5.4300674738999637e-05,0.0,0.0,0.0,0.0,0.0,0.0,UDP glucuronosyltransferase family 1 member A10
ADGRB3,ENSG00000135298,5.4064195855582e-05,5.4064195855582e-05,0.0,0.0,0.0,0.0,0.0,0.0,adhesion G protein-coupled receptor B3
SUMF1,ENSG00000144455,5.0092780956719866e-05,5.0092780956719866e-05,0.0,0.0,0.0,0.0,0.0,0.0,sulfatase modifying factor 1
CACNB3,ENSG00000167535,4.410079558890192e-05,4.410079558890192e-05,0.0,0.0,0.0,0.0,0.0,0.0,calcium voltage-gated channel auxiliary subunit beta 3
MECOM,ENSG00000085276,4.2502036502060435e-05,4.2502036502060435e-05,0.0,0.0,0.0,0.0,0.0,0.0,MDS1 and EVI1 complex locus
ASB1,ENSG00000065802,4.192832193061086e-05,4.192832193061086e-05,0.0,0.0,0.0,0.0,0.0,0.0,ankyrin repeat and SOCS box containing 1
KCNIP1,ENSG00000182132,4.104938594591445e-05,4.104938594591445e-05,0.0,0.0,0.0,0.0,0.0,0.0,potassium voltage-gated channel interacting protein 1
DPT,ENSG00000143196,4.052416177190669e-05,4.052416177190669e-05,0.0,0.0,0.0,0.0,0.0,0.0,dermatopontin
MAP3K3,ENSG00000198909,3.625090216270313e-05,3.625090216270313e-05,0.0,0.0,0.0,0.0,0.0,0.0,mitogen-activated protein kinase kinase kinase 3
H2BC11,ENSG00000124635,3.350160761795177e-05,3.350160761795177e-05,0.0,0.0,0.0,0.0,0.0,0.0,H2B clustered histone 11
ARMC2,ENSG00000118690,3.10847749525248e-05,3.10847749525248e-05,0.0,0.0,0.0,0.0,0.0,0.0,armadillo repeat containing 2
KIRREL3,ENSG00000149571,3.067147396905996e-05,3.067147396905996e-05,0.0,0.0,0.0,0.0,0.0,0.0,kirre like nephrin family adhesion molecule 3
EPC2,ENSG00000135999,3.009450790040045e-05,3.009450790040045e-05,0.0,0.0,0.0,0.0,0.0,0.0,enhancer of polycomb homolog 2
RYR2,ENSG00000198626,2.7683949753682973e-05,2.7683949753682973e-05,0.0,0.0,0.0,0.0,0.0,0.0,ryanodine receptor 2
LIN28B,ENSG00000187772,2.7440681045082784e-05,2.7440681045082784e-05,0.0,0.0,0.0,0.0,0.0,0.0,lin-28 homolog B
CDKAL1,ENSG00000145996,2.6793633442711474e-05,2.6793633442711474e-05,0.0,0.0,0.0,0.0,0.0,0.0,CDK5 regulatory subunit associated protein 1 like 1
FGF12,ENSG00000114279,2.566709619356233e-05,2.566709619356233e-05,0.0,0.0,0.0,0.0,0.0,0.0,fibroblast growth factor 12
CYP19A1,ENSG00000137869,2.0452990723932048e-05,2.0452990723932048e-05,0.0,0.0,0.0,0.0,0.0,0.0,cytochrome P450 family 19 subfamily A member 1
WNT10A,ENSG00000135925,1.8903519218191088e-05,1.8903519218191088e-05,0.0,0.0,0.0,0.0,0.0,0.0,Wnt family member 10A
FGF10,ENSG00000070193,1.832602991075101e-05,1.832602991075101e-05,0.0,0.0,0.0,0.0,0.0,0.0,fibroblast growth factor 10
CADM3,ENSG00000162706,1.778877516090754e-05,1.778877516090754e-05,0.0,0.0,0.0,0.0,0.0,0.0,cell adhesion molecule 3
PLEKHM1,ENSG00000225190,1.5732010256011936e-05,1.5732010256011936e-05,0.0,0.0,0.0,0.0,0.0,0.0,pleckstrin homology and RUN domain containing M1
TOX,ENSG00000198846,1.4186576790077844e-05,1.4186576790077844e-05,0.0,0.0,0.0,0.0,0.0,0.0,thymocyte selection associated high mobility group box
